,Unnamed: 0,Respondent,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,YearsCodedJob,DeveloperType,NonDeveloperType,CareerSatisfaction,JobSatisfaction,ProblemSolving,LearningNewTech,JobSecurity,DiversityImportant,SeriousWork,WorkPayCare,ChallengeMyself,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,ImportantBenefits,JobProfile,LearnedHiring,Overpaid,EducationImportant,EducationTypes,WorkStart,HaveWorkedLanguage,WantWorkLanguage,HaveWorkedDatabase,WantWorkDatabase,HaveWorkedPlatform,WantWorkPlatform,IDE,AuditoryEnvironment,Gender,HighestEducationParents,Salary,ExpectedSalary,Assess_Scoring
741,741,742,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50307.65896485172,,0.0
815,815,816,Professional developer,"Yes, I program as a hobby",India,"Yes, full-time","Not employed, and not looking for work",Secondary school,,,Embedded applications/devices developer; Developer with a statistics or mathematics background; Desktop applications developer; Other,,10.0,,,,,,,,,Not applicable/ never,Important,Not very important,Important,Very important,Very important,Somewhat important,Important,Important,Not very important,Not very important,Important,Important,Important,Important,Stock options; Equipment; Private office,,,,,Online course; Part-time/evening course; Self-taught; Hackathon; Open source contributions,4:00 AM,Assembly; C; C++; C#; Common Lisp; Go; Haskell; Java; Rust,Assembly; C; C++; C#; Common Lisp; Go; Haskell; Java; Rust,MySQL,Redis; MySQL; PostgreSQL; SQLite,Android; Windows Desktop; Linux Desktop; Arduino; Amazon Web Services (AWS),Android; Windows Desktop; Linux Desktop; Arduino; Amazon Web Services (AWS),Atom; Vim,Keep the room absolutely quiet,Male,A master's degree,,,26.0
826,826,827,Professional developer,"Yes, both",India,No,"Not employed, but looking for work",Bachelor's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,Web developer; Mobile developer; Machine learning specialist; Data scientist,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all important,Coding competition; Hackathon,,,,,,,,,,,,50307.65896485172,,0.0
830,830,831,Professional developer,"Yes, both",India,"Yes, full-time",Employed full-time,Master's degree,Mathematics or statistics,5 to 10 years,Web developer; Mobile developer,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very important,Online course; On-the-job training; Self-taught,,,,,,,,,,,,52440.94312624926,,0.0
910,910,911,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Developer with a statistics or mathematics background; Data scientist,,5.0,5.0,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Less than a year ago,Very important,Important,Important,Important,Very important,Important,Very important,Very important,Important,Not very important,Very important,Very important,Very important,Not very important,Health benefits; Equipment; Education sponsorship; Long-term leave; Remote options,,,,Somewhat important,Online course; Bootcamp; Part-time/evening course; Industry certification; On-the-job training; Self-taught; Coding competition; Hackathon; Open source contributions,,C; C++; Java; JavaScript; PHP; Python; SQL,,MongoDB; Redis; SQL Server; MySQL; Oracle,,Linux Desktop; Mac OS; Serverless; WordPress; Amazon Web Services (AWS),,Atom; Sublime Text; Vim,Turn on some music,Male,A master's degree,34152.73776106599,,31.0
934,934,935,Professional developer,"Yes, I program as a hobby",India,"Yes, part-time",Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,Web developer; Quality assurance engineer,,7.0,8.0,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,,,,,,,,,,,,,,,,,LinkedIn; Naukri,I was contacted directly by someone at the company (e.g. internal recruiter),,Important,On-the-job training; Self-taught; Coding competition,1:00 PM,Java; JavaScript,Python,Redis; SQL Server; Oracle,Cassandra; MongoDB,Amazon Web Services (AWS),Android; Microsoft Azure,Atom; Notepad++; Eclipse,Keep the room absolutely quiet,Male,A bachelor's degree,44545.600362656354,,0.0
1047,1047,1048,Professional developer,"Yes, I program as a hobby",India,"Yes, full-time",Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Desktop applications developer,,3.0,3.0,,,,,,,,Between 1 and 2 years ago,,,,,,,,,,,,,,,,LinkedIn; Naukri,A career fair or on-campus recruiting event,,,,,,,,,,,,,,,50307.65896485172,,2.5
1189,1189,1190,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Mobile developer; Database administrator,,4.0,5.0,Agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Disagree,Agree,,,,,,,,,,,,,,,,,,,Greatly underpaid,Not at all important,Online course; Self-taught; Coding competition; Open source contributions,10:00 AM,JavaScript; Objective-C; Python,Go; Objective-C; PHP; Python; Rust,SQL Server; MySQL,MongoDB; Redis; SQL Server,iOS,iOS,Atom; Sublime Text; Vim; Xcode,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Male,A bachelor's degree,10277.49229,,0.0
1210,1210,1211,Professional developer,No,India,No,Employed full-time,Bachelor's degree,A non-computer-focused engineering discipline,1 to 5 years,Web developer; Mobile developer,,7.0,7.0,Somewhat agree,Strongly agree,Disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Less than a year ago,Somewhat important,Important,Important,Somewhat important,Very important,Important,Very important,Very important,Important,Important,Very important,Somewhat important,Somewhat important,Important,Annual bonus; Vacation/days off; Professional development sponsorship; Expected work hours; Remote options,,,Somewhat underpaid,,,10:00 AM,JavaScript,Go; Java; JavaScript; SQL,MongoDB; Redis,MongoDB; Redis; SQL Server; MySQL; PostgreSQL,Android; iOS; Amazon Web Services (AWS),Android; iOS; Amazon Web Services (AWS),Atom; Vim; IntelliJ; Visual Studio Code; Xcode,Turn on some music,Male,High school,16150.34503,,28.5
1220,1220,1221,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; DevOps specialist,,8.0,7.0,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Less than a year ago,Somewhat important,Somewhat important,Not very important,Somewhat important,Important,Not very important,Very important,Very important,Somewhat important,Important,Very important,Very important,Important,Important,Stock options; Retirement; Annual bonus; Health benefits; Expected work hours,LinkedIn; Naukri; Other,A general-purpose job board,,Not very important,Online course; Self-taught; Hackathon; Open source contributions,11:00 AM,Python,Python,Redis; MySQL,Cassandra; MongoDB,Linux Desktop; Mac OS; WordPress; Amazon Web Services (AWS),Linux Desktop; Mac OS; Amazon Web Services (AWS),Sublime Text; Vim; PyCharm,Keep the room absolutely quiet,Male,A bachelor's degree,38715.28756637354,,26.5
1275,1275,1276,Professional non-developer who sometimes writes code,No,India,"Yes, full-time",Employed full-time,Bachelor's degree,Computer science or software engineering,Less than a year,,C-suite executive,7.0,8.0,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Disagree,Agree,Not applicable/ never,,,,,,,,Important,Important,Important,Very important,Somewhat important,Important,Not very important,,,,,,Online course; Self-taught,,,,,,,,,,,,33298.75204458006,,14.5
1378,1378,1379,Student,"Yes, both",India,"Yes, full-time","Independent contractor, freelancer, or self-employed",Bachelor's degree,Computer science or software engineering,,,,,,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Less than a year ago,Important,Important,Important,Important,Important,Important,Important,Somewhat important,Somewhat important,Important,Important,Somewhat important,Important,Somewhat important,Stock options; Annual bonus; Vacation/days off; Equipment; Remote options,,,,,,8:00 AM,JavaScript; PHP; Python; Smalltalk,Haskell; JavaScript,MySQL; Oracle,MongoDB; PostgreSQL,Windows Desktop,Android; iOS; Linux Desktop,Sublime Text,Turn on some music,Male,A bachelor's degree,,17618.55821,27.0
1490,1490,1491,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,A non-computer-focused engineering discipline,1 to 5 years,Systems administrator,,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38715.28756637354,,0.0
1533,1533,1534,Student,"Yes, both",India,"Yes, full-time","Not employed, and not looking for work",Secondary school,,,,,,,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,LinkedIn,,,,,,,,,,,,,,,,,29364.26369,0.0
1552,1552,1553,Professional developer,"Yes, I contribute to open source projects",India,"Yes, part-time",Employed full-time,Secondary school,,1 to 5 years,Web developer,,7.0,6.0,,,,,,,,More than 4 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50307.65896485172,,2.5
1602,1602,1603,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,"Information technology, networking, or system administration",1 to 5 years,Web developer; Mobile developer,,9.0,9.0,Agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,LinkedIn; Other,A general-purpose job board,Neither underpaid nor overpaid,,,11:00 AM,Java; JavaScript; Python; Scala,Go; Scala; SQL,MongoDB; Redis; PostgreSQL; SQLite,Cassandra; MongoDB; Redis; MySQL,Android; Linux Desktop; Mac OS; Amazon Web Services (AWS),Serverless; Amazon Web Services (AWS),Sublime Text; Vim; Android Studio; IntelliJ,Keep the room absolutely quiet,Male,A bachelor's degree,13213.91866,,0.0
1608,1608,1609,Professional developer,"Yes, I contribute to open source projects",India,"Yes, full-time",Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer,,6.0,6.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,,,,,,,,,,,,,,,,,,A tech-specific job board,Greatly underpaid,Not very important,Online course; Self-taught; Coding competition; Hackathon; Open source contributions,6:00 PM,Go; Python,F#; Go; Haskell; Python; Rust,Redis; PostgreSQL; SQLite,Cassandra,Linux Desktop; Mac OS; WordPress,Linux Desktop; Mac OS,Sublime Text; IPython / Jupyter,Keep the room absolutely quiet,Male,A bachelor's degree,14682.13185,,0.0
1665,1665,1666,Professional developer,"Yes, both",India,"Yes, full-time",Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Systems administrator; DevOps specialist,,8.0,5.0,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Less than a year ago,Somewhat important,Somewhat important,Somewhat important,Important,Somewhat important,Somewhat important,Important,Important,Important,Important,Important,Important,Somewhat important,Important,Stock options; Health benefits,,,Somewhat underpaid,,,Noon,JavaScript; Python; SQL,Go; Rust,Redis; MySQL,PostgreSQL,Linux Desktop; Amazon Web Services (AWS),Serverless,Atom; Sublime Text; PyCharm,Turn on some music,Male,A bachelor's degree,8809.279107,,25.5
1681,1681,1682,Professional developer,"Yes, both",India,I prefer not to say,Employed full-time,Bachelor's degree,Computer science or software engineering,5 to 10 years,Web developer,,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52440.94312624926,,0.0
2154,2154,2155,Professional developer,No,India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,10 to 15 years,Web developer; DevOps specialist,,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,I was contacted directly by someone at the company (e.g. internal recruiter),,,,,,,,,,,,,,,82865.32753385483,,0.0
2442,2442,2443,Student,"Yes, both",India,"Yes, full-time","Independent contractor, freelancer, or self-employed",Secondary school,,,,,,,,,,,,,,Not applicable/ never,Important,Important,Important,Important,Important,Important,Important,Very important,Somewhat important,Important,Important,Important,Important,Very important,Vacation/days off; Health benefits; Long-term leave; Expected work hours; Remote options,,,,,,,,,,,,,,,,,,,28.5
2558,2558,2559,Professional developer,"Yes, I contribute to open source projects",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer,,7.0,7.0,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,,,,,,,,,,,,,,,,,,,Somewhat underpaid,Very important,Online course; Bootcamp; Self-taught; Coding competition; Hackathon; Open source contributions,9:00 AM,Go; JavaScript,Go; JavaScript,SQL Server,SQL Server; PostgreSQL,,,Sublime Text; IntelliJ,Keep the room absolutely quiet,Male,No education,10772.58846,,0.0
2590,2590,2591,Professional non-developer who sometimes writes code,"Yes, both",India,No,Employed full-time,Bachelor's degree,"Information technology, networking, or system administration",10 to 15 years,,Analyst or consultant,8.0,8.0,,,,,,,,More than 4 years ago,Somewhat important,Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Important,Very important,Very important,Important,Somewhat important,Somewhat important,Important,Vacation/days off; Health benefits; Expected work hours; Remote options; Child/elder care,,,,,Industry certification; Self-taught; Open source contributions,7:00 AM,Java; JavaScript; Python,JavaScript; Python,,,,,Notepad++,Keep the room absolutely quiet,Male,A professional degree,82845.42494629922,,26.5
2592,2592,2593,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Mobile developer,,8.0,9.0,Agree,Agree,Agree,Somewhat agree,Agree,Disagree,Agree,Less than a year ago,,,,,,,,Very important,Important,Important,Important,Very important,,Very important,,,,,Very important,Industry certification; Self-taught; Open source contributions,,,,,,,,,,,,50307.65896485172,,13.5
2595,2595,2596,Student,"Yes, I program as a hobby",India,"Yes, full-time","Not employed, but looking for work",Bachelor's degree,Computer science or software engineering,,,,,,,,,,,,,Not applicable/ never,Somewhat important,Important,Important,Important,Important,Not very important,Important,Important,Very important,Somewhat important,Important,Important,Not very important,Important,Equipment; Private office; Expected work hours; Remote options; Meals,LinkedIn,,,,Online course; Self-taught; Coding competition,6:00 AM,JavaScript; PHP,JavaScript; Ruby; Swift,MySQL,MongoDB; MySQL; PostgreSQL,Android,Android; iOS; Mac OS; Arduino; Raspberry Pi; Amazon Web Services (AWS),Visual Studio Code,Keep the room absolutely quiet,Male,A bachelor's degree,,3523.711643,26.0
2638,2638,2639,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,Less than a year,Web developer,,9.0,5.0,Strongly agree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Strongly agree,,,,,,,,,,,,,,,,,LinkedIn,A career fair or on-campus recruiting event,Neither underpaid nor overpaid,,,9:00 AM,Java; JavaScript,Go; Python; Swift,,,,,Atom; Android Studio,Turn on some music,Male,A bachelor's degree,14682.13185,,0.0
2646,2646,2647,Professional non-developer who sometimes writes code,"Yes, I program as a hobby",India,No,"Independent contractor, freelancer, or self-employed",Master's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-taught,,,,,,,,,,,,38715.28756637354,,0.0
